minimo,media,desvio_padrao,maximo,mediana,Q1,Q3,Assimetria,Curtose
-1092899980.39,539620546.5685874,4064072349.0144463,276563269406.41,49774855.67,17917755.16,177994576.96,30.866268269137322,1427.5298696637856
