minimo,media,desvio_padrao,maximo,mediana,Q1,Q3,Assimetria,Curtose
-914177448.87,542367719.2937092,4076011354.029357,276563646372.37,49646246.08,17897082.3,178229513.89,30.655941930819253,1411.4775452137592
