minimo,media,desvio_padrao,maximo,mediana,Q1,Q3,Assimetria,Curtose
-1578700897662,10917466395888.588,216457919234805.53,9397798501917636,103707833.0,14340267.0,1033667869.0,29.218671338139135,973.0374510951445
